Titre,URL,Note,Pseudo,Avis
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=26,"3,0",Stephan M.,"C'est pas mal, qu'est ce qui manque dans ce film ? de lyrisme, un souffle qui permet d'être dans la jubilation, le plaisir d'être dans un univers SFLes costumes manquent un peu de folie, de créativité, même si le côté gothique SF m'a beaucoup plusMais dans la globalité il y a assez d'intérêt pour aller voir la suite, si il y a une suite"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=26,"4,0",Henning P,"Je sors de la salle il y a 10 minutes. A chaud : une grande partie du fim ressemble énormément au film de Lynch (je l'ai vu la dernière fois il y a plus de 20 ans) et j'avais presque l'impression d'un copier/coller, évidemment avec de meilleurs effets spéciaux. Je n'ai pas lu les romans mais c'est sans doute la matière première qui est identique donc forcément c'est presque normal. Le baron est moins ragoûtant que dans la version de Lynch mais son neveu tient bien le rôle.Chalamet a été plus charismatique dans d'autres films mais bon c'est le rôle qui veut ça sans doute.La musique est omniprésente pendant tout le film et pendant la première heure c'est quelquefois agaçant mais on finit par s'y habituer. Même si à mon goût elle est parfois un peu forte et pas toujours dans le bon tempo.Voilà pour les points négatifs.Pour les points positifs : on a hâte de voir la suite ! Parce que le dernier tiers du film est très bien et comme annoncée par Zendaya : ce n'est que le début !Une grande épopée à venir sans doute, en espérant que Villeneuve soit toujours à la manoeuvre. Ce n'est pas le chef d'oeuvre annoncé mais c'est un film à voir absolument au cinéma. On ne voit pas les 2h30 passées et c'est très bien réalisé. Pas à la hauteur du seigneur des anneaux cependant. A voir quand l'ensemble sera terminé.Je reste un peu sur ma faim. Ma compagne, elle, a beaucoup aimé et donne 4 étoiles, alors je la suis. Cela fait du bien de voir un film de cette ampleur tout de même et espérons qu'il cartonne au cinéma mais cela semble bien parti.16/20"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=26,"3,5",Patjob,"Un immense spectacle à l’esthétique recherchée et aux images fascinantes. Dans ce premier volet de l’adaptation de l’énorme roman de Franck Herbert, Denis Villeneuve a souhaité s’adresser à la fois aux lecteurs du roman et aux spectateurs qui, comme moi, ne l’avaient pas lu. C’est pourquoi le coté explicatif occupe une grande place, donnant au film un caractère d’exposition préparatoire aux développements ultérieurs annoncés dans la dernière séquence. En attendant cette suite avec intérêt et curiosité, il a été donné ici de savourer une immersion dans des mondes étranges, mais non sans correspondances avec notre histoire, tant résonnent en nous de nombreuses références mythologiques ou ésotériques. On en ressort époustouflé, en regrettant tout de même un peu que l’émotion n’affleure que dans quelques scènes."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=26,"4,0",Francoise H.,"A voir en grande salle. Beaucoup d'idées entremêlées... de thèmes non développés et on se demande où çà va MAIS l'ensemble est d'une grande beauté images et son, acteurs... un peu long parfois... cependant on se laisse happer et j'ose dire envoûter."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=26,"1,0",B L.,"Mais que j'ai été déçue. Mon cinéma a remis la rediffusion du 1er volet Dune que je n'avais pas vu. Il est vrai que j'hésitais. Et bien je comprends pourquoi j'ai hésité. Je me suis ennuyée tout le long du film, un film plutôt laid, barbant, sans grand intérêt. Et dire qu'ils l'ont passé à la TV récemment, et que j'ai payé 7,30 euros pour le voir juste avant au cinéma !!!!Au moins je suis sûre d'une chose, je n'irai pas voir le 2ème volet (il est peut-être mieux, mais le 1er m'a vraiment trop déçue). Ayant été indécise pour voir le film que je n'ai pas vu au moment de sa sortie, et bien en réalité, j'ai vu ce film car l'acteur a joué Wonka, et je me suis dis que peut-être que Dune en vallait le coup, étant donné que Wonka était un très bon film. Erreur."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=26,"4,5",Dune : Deuxième Partie,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=26,"4,3",Frères,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=26,"4,3",Amal - Un esprit libre,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=26,"4,3",Il reste encore demain,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=26,"4,3",Une vie,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=26,"4,2",Le Royaume de Kensuke,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"5,0",Anyuk,"Voilà, c'était l'avant-première de DUNE ce soir, tant attendue. On va faire simple : pour ceux qui ont lu et adoré le livre, tout y est, même si certains protagonistes importants sont plus survolés que d'autres Aucune déception en tout cas (en gardant en tête que ce n'est que la 1ère partie). Servi par une quasi perfection par la réalisation, les images, les acteurs, le montage, le son, la musique, tout est au diapason. Peut-être un peu ardu pour ceux qui n'ont pas lu le livre à qui je donne donc un conseil : lisez-le, et retournez voir le film, vous ne le verrez pas pareil. D'ailleurs même pour ceux qui l'ont lu il méritera un 2è passage, il fait partie de ces films riches où on découvre je suis sûr des choses en le revoyant. Allez au cinéma vous enivrer d'épice !"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"2,5",Mélany T,"Très belle mise en scène et une ambiance à couper le souffle mais ça ne suffit pas à faire un bon film, les personnages ne sont pas travaillés, sans profondeur et le récit viril d'empire et de conquête d'un conservatisme désespérant."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"4,5",missalila,"N'ayant pas lu les livres, le film est très bien, la lenteur permet d'installer le film, l'ambiance. Il est certes complexe mais on arrive à comprendre les enjeux et les complots. Hâte de voir la suite !"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"5,0",Danny_1952,"Époustouflant ! À voir en salle absolument. Dans cette œuvre somme, Villeneuve multiplie les clins d’œil à ses films précédents : on y retrouve les soucoupes ovoïdes d’Arrival, l’aventure dystopique grandiose de Blade Runner 2049 en perpétuelle tension. Jusqu’au gouffre aspirant le ver géant de Dune rappelant le titre de son premier long métrage Maelström sorti en l’an 2000. Le cinéaste se nourrit sans cesse de ses expériences et enfourche son troisième film de science-fiction en cavalier émérite.Le roman-fleuve de Frank Herbert (1965), jugé inadaptable, dont le cinéaste livre la première partie en espérant filmer la seconde, est tombé entre bonnes mains après échecs d’illustres prédécesseurs. Le film est un éblouissement visuel, sous caméra de Greig Fraser, avec de magnifiques cadrages, une lumière baignée souvent de clair-obscur, d’impressionnants décors et d’effets spéciaux dont Villeneuve n’abuse pas. Dune demeure de facture assez classique dans son registre de démesure, attentif aux personnages en quête initiatique.Dune se révèle dans l’ensemble un film exceptionnel, magique dans sa facture et dans son rythme. Malgré l’épuration de l’univers de Frank Herbert, la performance de Chalamet entre autres et l’ambiance instaurée avec une finesse étonnante pour une production si gigantesque, lui confèrent une élégance supérieure."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"5,0",Olivier R.,"Ayant lu 3 fois le cycle de Dune, j'attendais depuis plus d'un quart de siècle cette adaptation après celle ""mitigé"" de Lynch. Connaissant donc par cœur l'univers et les scènes clés du film. Pour autant l'adaptation de Denis Villeneuve sait apporter un regard un peu nouveau, grâce aussi à la magnifique BO de Zimmer. Très centré sur Paul, Thimothy Chalamee a su endosser parfaitement le rôle le plus attendu de la décennie. Le Baron a très bien été imaginé sans surenchère. Une pléiade d'acteurs excellent qui a su rendre honneur de Franck Herbert. Je ne peux donc qu'attendre déjà avec impatience la suite de ce film.. qui ""n'est que le début ""..."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"4,0",Flafla E.,"Très bonne mise en scène, musique incroyable, histoire intéressante, décors incroyables."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"4,5",Topazine23,"Agréable surprise futuriste de cette post-rentrée qui vous captivera du début à la fin. Sincèrement, on ne voit pas passer les 2h36 de cette DUNE qui ne risque pas de vous ensabler les oreilles car le son envoie du lourd ! Et comme les effets spéciaux se révèlent à la hauteur de l'événement, nous guetterons la suite avec impatience et intérêt...Ne vous privez pas de ce premier volet fort réussi !"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"0,5",Yves Cochise,"Le 1er livre de Franck Herbert est haletant, une intrigue fascinante, des personnages surprenants, de Paul à Jessica en passant par l'horrible Baron et la terrible Révérende mère Gohiam ; des scènes remarquablement bien décrites, pleines de suspens et de psychologie (dont les meilleures ont été simplement supprimées dans le film) : je l'ai relu une dizaine de fois je pense, pour moi l'égal de Fondation d'Isaac Asimov. Quelle dégringolade en voyant la version 2021 ! Le Dune de Villeneuve, si on enlève les effets spéciaux pas extraordinaires quand même, se situe selon moi entre la série B de science fiction et un thriller de méditation tibétaine, en noir, gris et beige, c'est joli au début si on aime ça mais pas pendant deux heures et demie ! Je crois que Villeneuve a choisi dès le départ la vision spiritualiste du livre (la plus ennuyeuse) en oubliant complètement de faire vivre les personnages et l'intrigue (qui est passionnante) sans lesquels on ne peut rentrer dans l'histoire et sans lesquels le livre aurait eu peu d'intérêt. Et ce, à mon avis, malgré la profondeur de Thimothée Chalamet, et de Charlotte Rampling au début, qui nous font espérer pour un moment, mais trop court. Toute la dimension érotique et sentimentale de l'histoire a disparu et se résume aux échanges de regard entre Paul et Chani (très belle d'ailleurs je trouve) alors que la sexualité sulfureuse des Harkonnens a été supprimée, en toute bonne conscience moralisante. Quand on pense à ce que David Lynch en avait fait avec Sting ! Quelle pudibonderie !"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"4,0",Eric A,"Bien que ne manquant pas d'intérêt, j'ai aimé regarder ce film, celui-ci me laisse pourtant trop l'impression d'être une re-masterisation du ""Dune"" de 1984 de David Lynch, re-masterisation qui fait beaucoup de bien à ce premier ""Dune"" d'ailleurs tellement certaines scènes ont mal vieilli (combats au bouclier par exemple).Je mets tout de même une note de 4/5 car j'apprécie la transposition visuelle qui a été faite ici du roman original en un film esthétiquement réussi avec de plus un casting que j'ai apprécié.Pour moi ce film plaira bien plus à qui n'a jamais vu le premier, contrairement à moi."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"2,0",Robert Razowski,"Je dois reconnaitre que je suis sorti de ce film déçu. J'apprécie beaucoup les films de denis Villeneuve (Sicario, Prisonner etc..), je m'attendais à une version très originale de Dune. Finalement, cette version m'a semblé très commerciale. Par rapport au livre de Franck herbert que j'ai lu plusieurs fois, le film est aussi très décevant. Toutes les parties du livre consacrées aux dialogues et réflexions intérieurs des personnages (ces parties contribuent de façon très importante à l'intérêt du livre) sont totalement escamotées du film. Ce dernier n'est qu'une succession de scènes d'action tournées dans une ambiance lugubre (qui n'est pas tout à fait celle du livre) et dominées par du bruit, et encore du bruit. Je préfère de très loin la version de David Lynch."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"3,5",SB88,"Je m'attendais à en prendre plein la vue et à un scénario original. C'est un bon film pop corn mais...c'est le désert pendant tout du long et il n'y a rien d'exceptionnel dans le jeu des acteurs.Timothée Chalamet est sympathique mais joue le même garçon fragile dans tous ses films. Il n'y a pas beaucoup de variation émotions.  Le scénario est correct et lent mais c'est le style Villeneuve. Un mélange de Star Wars et Mad Max. Le film dure presque 3 heures, 1 h 40 aurait suffi.3,6/5"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"5,0",Martin D.,"Première critique de film publiée de ma part. Mais je ne pouvais pas passer à côté.Je suis un lecteur de Dune et je l'ai relu cet été. Et me voilà émerveillé par l'interprétation qu'en fait Denis Villeneuve.J'y ai retrouvé tout ce qui a fait de moi un fan inconditionnel de l'œuvre de Herbert.
spoiler: 
 L'omniprésence de l'épice et des vers des sables, la discipline de l'eau des fremens, les visions parcellaires et contradictoires de Paul/Muad-Dib..
. Mais plus encore j'y ai retrouvé la magie et la poésie de l'univers de Dune.Dune est un univers, ce film en est la parfaite introduction."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"4,5",zebre13127,"Une véritable histoire, écrite par Franck Herbert, magistralement adaptée au cinéma par Denis Villeneuve, loin des trilogies Star Wars répétitives où l'humour et les effets spéciaux font oublier un scénario prévisible.Ici, on entre dans le monde de Dune, à l'image des premiers volets de Tolkien, il y a un vrai travail sur les personnages et l'environnement, propices à nous immerger dans l'histoire. Les effets spéciaux dépassent logiquement les attentes (c'est ce qui manquait cruellement à la version de Lynch), mais sans exagération. On se laissera surprendre par quelques parallèles avec le monde d'aujourd'hui (le roman de Herbert date de 1965 !)Bref, très agréablement surpris !"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"4,5",Dune : Deuxième Partie,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"4,3",Frères,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"4,3",Amal - Un esprit libre,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"4,3",Il reste encore demain,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"4,3",Une vie,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=27,"4,2",Le Royaume de Kensuke,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"5,0",Dorian D.,"Très bon film de science-fiction.La photographie est réussie, le jeu des acteurs (VO) est très bon, le rythme bien dosé. J'ai adoré."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"4,5",Ted17eme,"Comment peut-on mettre à peine une étoile à ce film. Qu'on n'apprécie pas la musique, la lenteur que je trouve incroyable,... je veux bien l'admettre mais là c'est vraiment de la mauvaise foi. Je pense que la plupart n'a jamais lu le livre qui est très long. 900 pages environ. Dans le livre on prend le temps de poser les personnages, d'expliquer la situation, ... deux films pour ce chef d'œuvre littéraire n'est donc pas de trop."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"3,5",Théotime B.,"Au vue des critiques, j'avais de grandes attentes.Le film est très bon, en tout cas les images, décors etc. Sont effectivement vraiment magnifique. La première partie pose les bases, avec les nombreuses familles et personages qui sont présentés (tout comme au début de GOT) avec une montée crescendo des enjeux et du rythme. En effet, les premières scènes d'actions et premières trahisons font monter la pression, le suspens est bien là et on se dit que ça y'est le film demarre et ça va être du grand cinéma. Mais malheureusement la deuxième partie retombe un peu comme un soufflé... le rythme redevient lent, assez contemplatif et les enjeux retombent. On nous tease une scène épique avec les vers des sables qui n'arrivent jamais (peut être dans la partie 2) et même le combat final perd de l'intensité à cause, je trouve, d'un rythme mal géré en seconde partie. De plus je note que certains trouvent que la partition de Zimmer est la meilleur, mais celle d'interstellar reste bien plus mémorable même si il fait du très bon boulot sur ce film. DUNE reste quand même un très bon moment de cinéma mais je reste sur ma faim par rapport aux critiques dithyrambique, cependant la partie 2 s'annonce tout de même très intéressante. A voir dans la globalité ! 3,75 / 5"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"3,0",Antoine J.,"En lisant les autres commentaires mélioratifs, j'ai été très surpris.. je crois que nous n'avons pas regardé le même film. C'est loin d'être un chef d'œuvre, ça reste un divertissement sympa, principalement pour les décors et les effets."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"4,5",Sébastien Granger,"J'ai trouvé ce film bien, mais à la fois trés plat, pas beaucoup d'action, les acteur sa passe créme, mais moi et mon conjoint l'avont trouver un peut plat au début après l'action et venue au bout de 1h27 de film, après c'est peut t'être le film qui et comme ça, je recommande ce film a ce qui aime"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"1,0",lrs philo,"Ce film long, il y à beaucoup trop de scène on s'y perd. Il manque d'action, et la place de la Femme est pas terribles."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"2,5",Olivier Mattei,"Impossible de ne pas penser à chaque plan au film de David Lynch, les scripts étant quasi identiques. Les plans sont longs la musique pompeuse les personnages sans grand intérêt. j'ai commencé à regarder l'heure à la moitié du film. Pour la partie 2 ce sera sans moi."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"1,0",Bertrand Travili,"Pourtant admiratif du travail de Denis Villeneuve j'ai rarement été aussi déçu par un film. Des longueurs interminables et sans relief qui se succèdent à des scènes de combat fades, une trame sans intrigue ni scénario, tout est cousu de fil blanc, c'est du déjà vu et revu en beaucoup moins bien. Une sorte de Star Wars du pauvre. Conseil : évitez la 4DX c'est à se rendre malade."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"5,0",Leyn,"C'est une première pour moi de laisser un avis sur allô ciné. Je vois surtout que beaucoup on bien pris soins de démonter le film même avant sa diffusion, dont des avis qui ont été rédigés des années avant (2017) et les personnes se sont avant tout basé surement au premier trailer et font également référence à d'anciens films de Villeneuve. Bref pas très intelligent en soi ! Surtout quand on sait que le cinéma est ""crise"" depuis la pandémie. Passons au film en lui même, je vais pas aller par quatre chemins, j'ai adoré ce que j'ai vu. Mise en scène magistrale, d'une perfection rarement vue au cinéma ! Petite critique, j'aurais préféré un peu plus d'imperfections par moments, je donne un exemple, ils sont sur une planète où il fait une chaleur de dingue et on en vois pas un seul transpirer. C'est un détail, mais donc un poil trop propre si on veut chipoter... Les batailles sont différentes des autres blockbusters, il y a des explosions mais tout est fait avec une certaine ""élégance"" style propre à Villeneuve, tout est propre, épuré, on aime ou aime pas, moi j'adore !Les acteurs jouent très bien leurs rôles ! J'avais de grosses craintes sur Timothée Chalamet ! Finalement j'ai eu tort et je reconnais que le rôle de Paul lui va relativement bien ! Oscar Isaac en Duke Leto crève l'écran même si je dois bien avouer, 
spoiler: 
que j'aurais aimé le voir un peu plus dans le film. Rip
 il a une superbe prestance. Et que dire du méchant, bien plus classieux que celui de David Lynch, mais tout aussi détestable, et 
spoiler: 
laisse entrevoir une montée en puissance dans la seconde partie
 les autres rôles sont également dans le ton.Concernant le scénario, tout va bien ici, c'est relativement respectueux de l'oeuvre originale. Dune est un film contemplatif, il y a pas de grandes lignes de dialogues indigestes, et va droit au but pour éviter de perdre les personnes n'ayant aucune idée de ce qu'ils sont en train de regarder. Mais pour autant il ne délaisse en aucun cas les différents enjeux, politiques, écologiques ...et d'autres thèmes propre au bouquin même si on peut regretter, que le film ne soit pas plus généreux en ""lore"". J'imagine que ça 
spoiler: 
se fera plus dans la seconde partie
La bande-son est en accord avec ce que l'on voit, et la spécialisation était très bonne ! Les musiques d'Hans Zimmer sont presque parfaites quoiqu'un peu redondantes. Un thème qui restera en tête !Pour conclure vous comprendrez que de mon point de vue, tout est affaire de goûts. Le film Dune de Villeneuve est proche de l'excellence ! Quelques petits détails à régler et cela sera une saga culte ! En tout cas moi j'ai des images qui me restent en tête après la projection. Du grand cinéma !! Merci de ne pas prendre les gens pour des pigeons ! Ça fait du bien ! Vivement la suite !!!!"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"4,0",Fabien Sorrant,Un très bon film de science-fiction réalisé par Denis Villeneuve avec des scènes grandioses et impressionnantes.
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"3,0",Flo M,"Je suis relativement déçu par ce film, je m'attendais à mieux au vu de l'engouement. La première heure est longue, trop au ralenti, limite soporifique. Par contre, je ne peux pas reprocher les effets spéciaux, et l'histoire qui est mystérieuse, mystique. J'ai mis 3 car ce n'est pas un navet mais pas un chef-d'œuvre non plus!"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"4,5",romain p.,"Bluffant. Alors que le film aurait pu s'enliser dans les marécages du blockbuster et de l'action gratuite, il est d'une intensité stupéfiante servi par une musique qui joue parfaitement son rôle d'accompagnement et d'amplificateur. Les références contemporaines, les allusions écologiques, le droit des peuples à disposer d'eux-mêmes, l'hommage aux peuples autochtones, même la figure christique et repentante de l'homme blanc, sont si bien enchaînées et fluides qu'elles ne dérangent (quasiment) jamais. Epatant !"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"3,5",samosan,"Avec Dune Dennis Villeneuve s'impose comme le réalisateur le plus doué de sa génération, un film d'une beauté esthétique et visuellement impressionnant !"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"4,5",Dune : Deuxième Partie,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"4,3",Frères,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"4,3",Amal - Un esprit libre,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"4,3",Il reste encore demain,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"4,3",Une vie,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=28,"4,2",Le Royaume de Kensuke,
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=29,"0,5",Caroline Garcia,Une grosse déception mais un excellent somnifère.Bon courage à tous ceux qui devront subir cette épreuve.
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=29,"0,5",Alisson Tremeaux,"Nul, long. Il ne se passe rien, ce film est platonique et le peu de fois où il y a de l'action les musiques calme gâche tout! Dommage pourtant bon casting. Tellement déçu 2h36 min, j'ai failli sortir au bout de 1h Tellement c'est long et pas toujours très compréhensible 🤦‍♀️"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=29,"4,5",Shiba Otoko,"Une nouvelle adaptation, très fidèle dans l'esprit, et largement la lettre, du début du célèbre roman Dune. Le film à grand spectacle de sf est trop rare, et les amateurs ne peuvent qu'y prendre plaisir. Tout est réussi ici, du casting aux somptueux décors. Seule toute petite réserve, on aurait aimé un peu plus de rythme dans la dernière demi-heure. La suite est attendue avec impatience."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=29,"2,0",Zoubi Zouba,"Soporifirique, d une terrible longueur, une grandiloquence qui tend sérieusement vers de la pretention, des ""rêves"" oniriques au ralenti jusqu'à l overdose... On est content quand la lumière se rallume.."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=29,"4,0",Pierre C.,"Casting top, c’est rare que Chalamet soit validé par la street dans un rôle important. Jessica Ferguson efficace en mère sectaire mais aimante. Ça fait du bien un film de science-fiction avec un scénario nickel et un peu complexe, un film qui dépayse un peu. Hâte du tome 2 !"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=29,"4,5",Yoann Cool,"Rien à redire . Captivant de bout en bout musique , ambiance tout y est . Acteurs et décors en place ."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=29,"3,0",Jean Baptiste P.,Oui c'est beau. Oui c'est bien joué. Mais beaucoup de longueurs. 1h45 auraient suffi pour une première partie.
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=29,"2,5",Aubert M.,"film trop long , intrigue prévisible, et le héros jeune ado à peine pubaire, pas l'image virile d'un héros et effets spéciaux très moyens , je me suis ennuyée"
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=29,"3,5",FrimFrim,"Cette réalisation de Denis Villeneuve se présente comme un blockbuster afin de contenter le plus grand nombre le spectateur. La difficulté est d’arriver à concilier un film devant plaire au plus grand nombre, avec un livre originel qui n’est absolument pas une histoire à grand spectacle, avec de grandes envolées détonnantes. L’histoire de Franck Herbert est « simplement »une histoire d’ambiances, de ressentis, d’émotions. Compliqué d’offrir tout cela dans un film grand public voulant faire le plus d’entrées possibles. Le film de Denis Villeneuve est superbe si on accepte de ne pas retrouver l’essence même du livre.La réalisation est parfaite, musique grandiloquente, des acteurs impeccables, des moyens financiers à la mesure des ambitions. Seulement pour des spectateurs qui veulent voir un film à grand spectacle, il aurait fallu faire quelques coupes. Il y a trop de plans longs qui essayent laborieusement de respecter les respirations lentes du livre. Le réalisateur aurait dû assumer son choix jusqu’au bout et faire un film plus dense pour les spectateurs visés. Nombre d’entre eux risque de trouver le film trop long.Idée : Pourquoi ne pas faire 2 films. 1 respectant le rythme du livre. 1 respectant une réalisation blockbuster. J’aimerais bien voir le résultat."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=29,"5,0",smover,"J’ai vu le film deux fois, et je le trouve exceptionnel :- l’histoire de Dune, qui n’est pourtant pas simple, est très bien explicitée avec pourtant peu de mots.- il y a une patte graphique, une ambiance visuelle originale qui change de tous les blockbusters ultra formatés. On n’est pas chez Disney (Marvel / Star Wars…) et ça fait du bien.- le film est long sans le paraître, c’est un voyage riche qui pourtant prend son temps. Je trouve le rythme excellent, avec pourtant peu de scènes d’actions.- les acteurs sont tops.- l’ambiance sonore est impressionnante, très bien travaillée, et colle parfaitement à l’image.- les engins sont originaux, des vaisseaux aux ornitoptères on a un vrai univers différent de ce que l’on a l’habitude de voir et que j’ai trouvé à la fois esthétiques et cohérents.- les vers sont super.Et surtout, le film est extrêmement fidèle au livre. Très honnêtement j’ai beau y repenser souvent je vois mal ce qu’ils auraient pu mieux faire.Bref ENFIN un bon film sur ce monument de la culture qu’est Dune, et vivement les suites en espérant qu’ils aillent jusqu’à faire L’Empereur-Dieu !!!J’y retourne ce week-end."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=29,"4,5",Blaystro,"Bon sang, je suis dégouté. 2h30 mais c'était juste trop court. Le film avance lentement et lentement est la bonne vitesse mais on en veut juste plus.Chaque scène est un paysage léché, qui prend le temps de s'inscruster dans votre cortex occulaire. Il y a un jeu de constrastes intense qui vous fera cligné et baisser les yeux, ce qui joue à l'atmosphère générale du film. Le jeu d'acteur est comme ses paysages : minimaliste, intense et mélancolique. J'adore Villeneuve, j'ai adoré Blade Runner 2049, j'ai aimé ses autres films. MAIS ce n'est clairement pas fait pour tout le monde. Ces films manient une forme rare de tension d'ambiance qui pourrait être juste ennuyante à mourir pour ceux qui n'aiment pas. C'est du blockbuster d'auteur. Allez le voir SVP, rien que pour soutenir ce film et qu'on est une suite. Si vous n'aimez pas, c'est normal. Ne soyez pas intimidé par les avis presque unanime, il y a de très bonnes raisons de s'ennuyer et ce sont les mêmes raisons qui feront pour beaucoup passer un bon moment."
,https://www.allocine.fr/film/fichefilm-133392/critiques/spectateurs/?page=29,"4,0",Le Rabzz,"Quel film vraiment incroyable, la mise en scène , les plans sublimes, Villeneuve ne s'est pas foutu de nous, malgré quelques lenteurs, le film est juste exceptionnel ou les bases d'un univers gigantesque est posé.Casting 5 étoiles , rien à redire sur le fil conducteur, le fait d'être plongé dans ce vaste univers nous fait passer 2h35 de folie et d'images extra."
